Entreprise,Attribut 1,Attribut 2,Attribut 3,Attribut 4,Attribut 5,Attribut 6,Attribut 7,Attribut 8,Attribut 9,Attribut 10,Score d'apétence
Entreprise 524,0.361805545263622,9.20887247177438,4,4,3,7099,3731,9703,HELLO 4,SALUT 8,0.857204865811011
Entreprise 303,2.54405482702107,1.5413095287579,6,8,2,6510,1303,8486,HELLO 4,SALUT 1,0.856677721697371
Entreprise 372,9.62154137018307,8.12926046221825,6,9,9,2208,5195,6656,HELLO 8,SALUT 5,0.856352687271251
Entreprise 438,9.25446508531646,7.51758182188349,8,1,1,9346,9580,2722,HELLO 4,SALUT 8,0.855602233706005
Entreprise 1008,7.0387697275438,4.98772691510407,4,3,8,8024,519,5000,HELLO 6,SALUT 3,0.85537871147584
Entreprise 1107,5.74629387717708,8.62823101689358,2,1,9,3711,2402,7999,HELLO 4,SALUT 9,0.855052361286495
Entreprise 857,4.65030187084713,8.8846165038198,8,5,9,6547,4975,5927,HELLO 6,SALUT 7,0.854534952309007
Entreprise 1000,4.29046935707395,1.46060093574795,2,3,6,7610,5252,4921,HELLO 8,SALUT 3,0.853969417521282
Entreprise 458,2.64412677688878,8.98715096814792,9,9,4,5491,9899,8065,HELLO 6,SALUT 5,0.853929511217733
Entreprise 1513,8.90450333168434,6.10072275895622,8,7,0,6569,3625,9684,HELLO 4,SALUT 7,0.852234346101622
Entreprise 802,4.97742706346574,3.75786293539187,2,7,9,6159,1352,6620,HELLO 6,SALUT 4,0.850500886990856
Entreprise 558,9.0512976219088,3.71505040264756,1,0,10,5378,6047,7825,HELLO 0,SALUT 0,0.850427687989077
Entreprise 518,8.14341652413731,4.29910537048777,2,0,1,3665,3812,8923,HELLO 9,SALUT 9,0.849965374611588
Entreprise 916,0.896507387394846,0.2859754798353,3,3,4,2189,7479,2651,HELLO 7,SALUT 4,0.849847748460663
Entreprise 595,2.89197404461311,5.81192729243454,5,1,6,8239,4882,834,HELLO 6,SALUT 0,0.848870279308431
Entreprise 1550,1.41900520888071,8.34338041837863,5,0,7,2604,2467,5715,HELLO 8,SALUT 5,0.848104605598074
Entreprise 1467,1.37694642527349,4.51450089356205,2,0,4,4604,5733,2696,HELLO 0,SALUT 2,0.84678038004853
Entreprise 1096,9.30973903709114,8.71737384563481,3,2,1,5333,8615,9452,HELLO 1,SALUT 4,0.846396248903838
Entreprise 831,1.05520971504802,7.89601719735516,7,8,5,1016,4315,9300,HELLO 8,SALUT 4,0.846141097522897
Entreprise 971,9.11779285940935,7.29350620848582,7,4,2,729,7253,9285,HELLO 8,SALUT 4,0.845829956953181
Entreprise 790,9.00139692083974,9.44190516089716,10,1,9,8104,5766,2930,HELLO 5,SALUT 9,0.845120159792457
Entreprise 618,5.46050820844036,5.52801532382952,2,8,6,3915,6805,9486,HELLO 5,SALUT 8,0.844810951527305
Entreprise 1334,2.47530282404928,7.48149304683343,10,6,4,4613,3209,9551,HELLO 5,SALUT 0,0.84475087814844
Entreprise 1445,5.10251785797176,0.567622139967121,4,1,1,7528,795,1017,HELLO 3,SALUT 4,0.843673483607172
Entreprise 126,9.15671915022798,8.04447360888699,9,0,1,3313,501,4075,HELLO 9,SALUT 10,0.843439096386897
Entreprise 1226,1.7116704907768,1.15787651920183,2,0,5,5064,4996,9988,HELLO 5,SALUT 0,0.843104176900034
Entreprise 1520,5.32092964144282,7.6915586025201,2,8,2,1994,2786,2484,HELLO 5,SALUT 7,0.842895414828768
Entreprise 1348,2.28494639431692,7.49265787371781,3,7,5,8482,1457,4357,HELLO 1,SALUT 3,0.84152420335405
Entreprise 1553,8.42483203744086,5.94347608981351,6,4,4,249,2023,2467,HELLO 2,SALUT 4,0.840509031261965
Entreprise 624,9.07205482687879,4.66993621818595,9,3,4,5480,3794,4056,HELLO 9,SALUT 9,0.838828958850737
Entreprise 122,8.67972105047603,6.6738309185109,9,3,4,9685,2797,9466,HELLO 2,SALUT 3,0.837082374604125
Entreprise 1437,0.693096253587326,9.01853823915054,9,8,5,4979,3144,9292,HELLO 4,SALUT 7,0.836183596588897
Entreprise 187,8.44601889592792,3.69056258914811,7,2,8,7455,8374,2700,HELLO 4,SALUT 2,0.834796378210053
Entreprise 1095,0.955272699783468,3.73700390144102,7,6,9,8454,8424,1709,HELLO 8,SALUT 4,0.83471083782594
Entreprise 838,4.11155771971089,4.06911212552427,5,6,6,8269,1431,2024,HELLO 8,SALUT 0,0.834694401973417
Entreprise 751,0.335243256891969,5.92187044353255,2,0,0,6137,9656,6343,HELLO 5,SALUT 3,0.834003742142606
Entreprise 745,6.88166602615264,6.33322080560514,3,7,8,4943,2299,6416,HELLO 4,SALUT 5,0.833696689900598
Entreprise 592,3.13313637141296,6.18918735555366,3,6,3,5028,297,9532,HELLO 8,SALUT 10,0.833522383978939
Entreprise 704,0.594489334301781,9.13371590170619,1,9,5,4238,1267,2900,HELLO 9,SALUT 3,0.833437724143113
Entreprise 784,2.64240952457347,0.164321802890881,6,6,3,5636,6771,832,HELLO 9,SALUT 4,0.833005874956503
Entreprise 71,5.05307009220489,8.74085286214378,10,2,3,2168,4321,989,HELLO 6,SALUT 4,0.831228894646957
Entreprise 1510,7.67843417862126,7.11241327256031,7,3,10,2402,9379,7934,HELLO 5,SALUT 0,0.831216615178725
Entreprise 1517,6.37430041088453,5.53241834891266,10,7,1,5185,5782,6271,HELLO 4,SALUT 5,0.830963293585752
Entreprise 1284,8.64450703895115,9.35735882291706,2,1,9,150,3902,2405,HELLO 5,SALUT 6,0.830711961556031
Entreprise 1038,2.37105590911392,3.42984694425122,2,4,8,8613,7913,2389,HELLO 3,SALUT 5,0.829430771579655
Entreprise 508,8.03819565068016,0.964917346545159,5,6,4,3374,579,3511,HELLO 8,SALUT 7,0.82921466899078
Entreprise 202,2.47516452535361,1.45403574072119,4,7,0,1998,3863,7443,HELLO 7,SALUT 7,0.828829051871789
Entreprise 571,3.47724701533939,8.29642132898767,5,6,6,569,2253,4418,HELLO 4,SALUT 9,0.827986605069764
Entreprise 348,9.70760726434905,2.33987364159609,7,4,5,2319,5127,6435,HELLO 2,SALUT 9,0.827321233510367
Entreprise 1267,4.64891813320903,7.23696983941943,7,7,9,8597,4011,9445,HELLO 1,SALUT 8,0.824622239713706
Entreprise 1057,5.39121540785792,7.84223726707055,3,7,9,4292,2902,3035,HELLO 6,SALUT 7,0.824581919428666
Entreprise 1206,4.11087885165585,7.51237264481431,4,2,1,4655,9572,8869,HELLO 7,SALUT 2,0.824325961461724
Entreprise 681,8.39799191730765,7.0650066036765,5,3,2,4883,9551,6914,HELLO 1,SALUT 8,0.823781844815875
Entreprise 1333,6.18230034687866,4.16318969549714,4,3,1,3041,5080,2726,HELLO 4,SALUT 2,0.823740001545893
Entreprise 1129,9.14815440022331,5.72999481966265,3,10,3,8492,6044,8792,HELLO 8,SALUT 10,0.823343640931566
Entreprise 362,0.819834857239634,6.10715531753807,6,1,2,7875,8923,7821,HELLO 9,SALUT 2,0.822535032233351
Entreprise 442,3.11758058263966,1.91120007355134,9,3,10,421,4178,8117,HELLO 4,SALUT 1,0.822254754466144
Entreprise 871,2.4673519213582,2.71094070158739,1,8,6,8300,1897,6410,HELLO 7,SALUT 1,0.822158230521285
Entreprise 708,8.20036092011577,9.61494414690615,3,7,3,2299,4445,507,HELLO 5,SALUT 6,0.821327242382231
Entreprise 1143,0.0851133723046238,9.01925349790093,7,8,4,3146,6092,9612,HELLO 4,SALUT 7,0.820496763808322
Entreprise 1072,6.89398080054337,4.46973392869217,8,1,6,4935,8890,7545,HELLO 4,SALUT 5,0.819735733309172
Entreprise 582,9.23930447498945,2.90970275615692,4,1,7,7384,9013,1387,HELLO 7,SALUT 1,0.819601105088179
Entreprise 1534,4.25850105793077,5.12245918659658,5,4,8,9093,7260,9252,HELLO 7,SALUT 6,0.817863837544
Entreprise 30,7.38754093287339,5.90110613500432,10,5,6,4653,9667,5029,HELLO 8,SALUT 10,0.817673193697513
Entreprise 552,1.18971236488339,8.12518030209769,1,9,8,5657,9461,5010,HELLO 5,SALUT 3,0.817286231762245
Entreprise 547,3.47514635382024,1.63110238311828,8,5,5,4251,4183,6475,HELLO 4,SALUT 9,0.816937982553678
Entreprise 273,7.20491034104537,5.30551030152713,0,6,1,2329,9933,8430,HELLO 3,SALUT 3,0.816636500491936
Entreprise 1132,2.58096775899541,5.97340871563314,7,1,5,6653,9330,8767,HELLO 6,SALUT 1,0.814239804718438
Entreprise 210,8.98474713745369,0.733462573748836,7,1,1,1871,1540,1823,HELLO 8,SALUT 8,0.81334435986449
Entreprise 750,4.7251033926926,9.4300963062169,3,5,2,709,6676,3531,HELLO 4,SALUT 6,0.813287387090885
Entreprise 63,5.88426068107212,7.26688728672313,8,1,6,1678,2959,514,HELLO 5,SALUT 3,0.811531087562694
Entreprise 1190,4.84333307627197,8.77170686943636,5,6,0,6520,2759,1932,HELLO 3,SALUT 4,0.810942148111218
Entreprise 1541,1.30710527025925,4.6392946169105,9,7,2,6853,8287,4564,HELLO 0,SALUT 8,0.810612040411144
Entreprise 556,7.77801493797707,8.75935033372001,1,1,1,1386,4255,4158,HELLO 7,SALUT 2,0.80868345236765
Entreprise 175,1.09949698024816,4.97741076737892,10,2,1,2084,4916,1863,HELLO 0,SALUT 8,0.808571013734429
Entreprise 730,5.6761498476963,7.67850864012523,4,4,8,5688,3972,3545,HELLO 4,SALUT 6,0.80845453503971
Entreprise 48,2.09324469473539,5.84778106870797,8,4,4,5199,4908,5614,HELLO 9,SALUT 8,0.807349896356013
Entreprise 383,6.59179945098965,9.35587511488368,6,2,4,2744,5643,2276,HELLO 8,SALUT 2,0.80677758258051
Entreprise 544,3.8320029536111,6.61065772907334,4,2,2,3324,7193,4291,HELLO 3,SALUT 2,0.806398822288334
Entreprise 1512,2.57573187417139,0.604853847713795,7,5,4,1982,2556,4557,HELLO 7,SALUT 3,0.805374234394596
Entreprise 1097,0.911797651735691,8.83817125907455,3,2,2,2427,4844,5881,HELLO 6,SALUT 0,0.804266667782734
Entreprise 416,9.68095453733064,9.65359988335233,7,6,7,2927,4576,6475,HELLO 7,SALUT 5,0.804213328274324
Entreprise 1270,3.67575351456622,8.11961651351006,7,1,9,111,4034,2644,HELLO 4,SALUT 6,0.803666819474363
Entreprise 1351,1.95329153058075,0.793855216226179,2,4,3,7456,2570,6507,HELLO 8,SALUT 1,0.803312569214476
Entreprise 851,2.93731659443595,3.04704046187585,2,1,1,8307,8332,9643,HELLO 7,SALUT 6,0.802144928096645
Entreprise 401,3.44755724468535,0.499050443564152,8,4,9,8933,7610,8946,HELLO 1,SALUT 8,0.801404542748229
Entreprise 1446,5.06322616002773,3.06008094587958,4,3,2,7575,6476,2136,HELLO 2,SALUT 3,0.801181293826154
Entreprise 177,3.39925056598975,7.02164013686829,1,0,4,6228,1579,8702,HELLO 6,SALUT 7,0.800168728853403
Entreprise 1254,4.66886051505394,0.183257077101652,6,2,6,1017,7747,780,HELLO 9,SALUT 4,0.799809372395196
Entreprise 27,2.68802053372451,7.807560707085,8,4,9,5774,8746,7586,HELLO 1,SALUT 4,0.799787009403936
Entreprise 634,1.76824402646927,5.24972612309414,6,1,8,1804,6279,9338,HELLO 2,SALUT 10,0.79973690727508
Entreprise 766,8.90324403758501,8.81610123751135,0,4,5,1730,7143,4423,HELLO 5,SALUT 6,0.799258263533767
Entreprise 1149,6.22881370718566,5.6667981598856,0,1,10,4686,442,9632,HELLO 8,SALUT 1,0.797875148649126
Entreprise 1059,8.16264295088396,4.23305404189713,4,6,10,8528,6312,5790,HELLO 2,SALUT 0,0.797471084088918
Entreprise 464,5.73502608524678,7.82907021829171,1,8,8,5988,235,1111,HELLO 5,SALUT 7,0.797223315390085
Entreprise 406,6.77722312635457,8.44459524060705,2,5,8,8893,2481,1430,HELLO 7,SALUT 4,0.796800698208736
Entreprise 1158,4.75123872560762,2.69700567617666,8,9,5,9365,1685,3432,HELLO 10,SALUT 6,0.795941818351829
Entreprise 1032,6.30321819113449,9.88725193894322,9,1,3,9083,8789,4428,HELLO 5,SALUT 10,0.79495124355157
Entreprise 1368,6.42671153289529,6.43006987604449,9,8,0,6589,5770,8628,HELLO 8,SALUT 8,0.793874183237488
Entreprise 308,7.43213873504749,6.09709142969634,1,9,5,5556,1561,5726,HELLO 1,SALUT 3,0.792359364641506
Entreprise 1370,4.90338791449574,9.01507695856882,9,7,1,7265,4841,7528,HELLO 7,SALUT 0,0.792117636010983
Entreprise 463,9.10205812021856,0.945799075591287,8,10,9,6127,4611,1949,HELLO 2,SALUT 6,0.792114510728508
Entreprise 955,3.92213672858211,5.10214359657333,2,8,2,8083,1315,1243,HELLO 6,SALUT 2,0.792029316656266
Entreprise 803,0.940310978625728,5.76660434523299,6,3,1,7510,46,3113,HELLO 9,SALUT 0,0.791955225034258
Entreprise 1119,2.63553070812502,0.801732665244042,6,8,8,8406,2258,5354,HELLO 8,SALUT 5,0.79041281663326
Entreprise 351,6.99755719531812,6.51896772223479,1,8,8,3862,6285,3012,HELLO 9,SALUT 2,0.789786082686851
Entreprise 1546,1.80372521934876,5.37768027498235,7,8,8,5730,2663,1861,HELLO 0,SALUT 3,0.789432980617474
Entreprise 762,2.95950296253665,6.31592543906981,8,6,4,3374,9724,9334,HELLO 5,SALUT 9,0.78753229375919
Entreprise 788,2.10486561395322,0.788243044201735,6,8,7,5524,129,7297,HELLO 6,SALUT 7,0.787259799052472
Entreprise 701,6.99071809452973,0.668034418092732,1,2,2,7894,1396,4556,HELLO 6,SALUT 3,0.787154310070582
Entreprise 691,7.26202736012559,3.65798468884792,4,1,8,2928,4859,4699,HELLO 1,SALUT 10,0.785897120589907
Entreprise 747,4.26465267344409,2.83981082933585,1,3,3,6098,5129,4296,HELLO 8,SALUT 3,0.785455461912384
Entreprise 1487,6.42923606072299,3.0052030669886,6,4,2,116,1985,5136,HELLO 9,SALUT 3,0.784740872292891
Entreprise 1262,8.43387745854044,0.298933868583858,0,3,1,4636,5527,5661,HELLO 7,SALUT 4,0.784598587678117
Entreprise 233,1.01481626042327,0.203602174193368,3,9,1,9840,2982,763,HELLO 8,SALUT 1,0.784319060955129
Entreprise 314,8.992212807493,8.8821163234646,1,8,2,7336,2724,6172,HELLO 10,SALUT 7,0.784317597758374
Entreprise 1203,6.15688791584324,6.36205735435507,7,2,1,8988,6335,4301,HELLO 5,SALUT 6,0.783739404746696
Entreprise 1207,9.844457025137,8.2466017659095,3,4,4,7043,9966,7562,HELLO 2,SALUT 2,0.783543552682662
Entreprise 1547,4.40556022435628,5.08523569118408,2,1,1,9436,103,6112,HELLO 9,SALUT 8,0.783108364399216
Entreprise 909,6.49370099409806,4.73868201635745,1,7,7,3465,1975,8641,HELLO 9,SALUT 1,0.782855717858371
Entreprise 791,7.25089042190095,3.3199738484061,1,1,9,4131,3530,4865,HELLO 8,SALUT 9,0.782004792053319
Entreprise 525,2.52777717454751,8.44381043613076,9,1,3,6839,8154,838,HELLO 9,SALUT 5,0.781892433596315
Entreprise 933,8.51975273215252,6.04600946428009,0,5,5,293,6862,2523,HELLO 7,SALUT 8,0.781104148801621
Entreprise 1329,5.43916941627681,0.498024574259684,6,10,7,1120,8618,4060,HELLO 8,SALUT 9,0.777980150956514
Entreprise 895,6.8345232410437,3.67330318920756,3,2,9,2455,3820,7623,HELLO 1,SALUT 4,0.777601901183564
Entreprise 869,5.18033266227768,9.62925052625235,3,9,3,7305,3064,4244,HELLO 6,SALUT 5,0.777595583119416
Entreprise 1451,7.09832435151377,3.24967529648323,6,2,4,617,7105,280,HELLO 2,SALUT 6,0.777424918635191
Entreprise 1419,0.13422961337366,0.393722036814119,9,2,9,5965,1258,4467,HELLO 5,SALUT 6,0.777210659299731
Entreprise 1198,1.53480214116371,6.47266568881671,0,8,4,9089,4542,5622,HELLO 3,SALUT 10,0.77700829944042
Entreprise 845,8.21569136210802,7.338737831516,5,8,5,3901,9808,3074,HELLO 10,SALUT 2,0.776790407754024
Entreprise 1247,3.65589035783952,5.19647606996584,2,3,6,9468,4756,7397,HELLO 4,SALUT 3,0.776477577682861
Entreprise 1171,3.43072042467434,7.82245706804648,9,7,4,5206,8823,3131,HELLO 7,SALUT 4,0.776441117382577
Entreprise 809,7.90440641589606,1.67591342388571,6,1,1,9719,4050,7776,HELLO 2,SALUT 7,0.776003073678342
Entreprise 578,8.28817597803637,7.31842977751514,8,5,8,8770,6322,5615,HELLO 3,SALUT 1,0.775652015088526
Entreprise 1009,7.4321408534206,4.08848038896377,9,9,1,2564,3762,7967,HELLO 1,SALUT 9,0.775122413023287
Entreprise 1313,2.85116033803593,1.74177455589101,6,2,8,9512,6148,3223,HELLO 5,SALUT 3,0.775043537657234
Entreprise 608,7.50116965678106,7.69342446888751,10,9,1,1683,7791,5138,HELLO 9,SALUT 1,0.774951326453785
Entreprise 528,5.30154250673047,9.31192483145378,9,9,4,580,4389,104,HELLO 2,SALUT 10,0.774310315437695
Entreprise 892,9.87036530567109,1.6487121922011,3,6,2,6432,7816,3769,HELLO 6,SALUT 6,0.774185523683512
Entreprise 43,3.55879336228752,8.01199613646478,9,3,2,3158,8332,8748,HELLO 3,SALUT 4,0.77413038518814
Entreprise 863,0.703569759009783,6.71029983672386,4,8,7,5168,937,3821,HELLO 2,SALUT 7,0.772855637057859
Entreprise 512,7.13613983562147,5.54452905220139,6,9,0,6053,9905,638,HELLO 0,SALUT 8,0.771826908396669
Entreprise 1013,2.24311184409055,7.12320941111747,4,10,6,1497,352,4679,HELLO 8,SALUT 8,0.771630150688675
Entreprise 1455,2.68850704703982,2.66934813213018,2,5,9,476,6290,5168,HELLO 7,SALUT 2,0.770733504857498
Entreprise 1286,7.28877220266062,0.412608641386828,5,7,4,4639,629,1605,HELLO 1,SALUT 7,0.769503179764038
Entreprise 931,5.31489460412264,4.28825358093369,1,6,8,3454,8813,7566,HELLO 4,SALUT 4,0.76741538384206
Entreprise 839,5.43332622170882,2.14140537437591,7,8,0,2413,9266,8010,HELLO 5,SALUT 2,0.766417334375472
Entreprise 982,8.48126642214397,0.225295824278823,4,4,6,8579,7979,1289,HELLO 2,SALUT 2,0.766083047579433
Entreprise 248,8.1055888920682,8.18381742442524,2,8,5,9930,7776,3868,HELLO 3,SALUT 4,0.764682826690501
Entreprise 625,1.1913009738462,9.24324742513093,8,6,9,9043,9904,7944,HELLO 0,SALUT 2,0.762360828480376
Entreprise 1352,5.03860882993267,9.49494893250641,10,8,2,3255,1014,1726,HELLO 1,SALUT 2,0.762345200916795
Entreprise 125,2.46089892161152,4.08359617163504,7,3,9,7563,1475,4525,HELLO 9,SALUT 9,0.760329280832134
Entreprise 1364,5.56418754258603,8.9972618948777,3,0,7,3334,2067,3847,HELLO 6,SALUT 1,0.758873976056857
Entreprise 763,4.69330844056928,6.1467415852479,6,4,5,419,1844,9478,HELLO 4,SALUT 6,0.758159365448418
Entreprise 167,0.126396811834758,9.34392177840704,4,4,3,4415,8442,767,HELLO 2,SALUT 1,0.757538642461171
Entreprise 1236,9.38740579449429,2.47690908871463,0,9,1,3486,7133,6049,HELLO 6,SALUT 8,0.755724026407852
Entreprise 1235,8.6455983539521,0.245253465884764,10,1,4,2957,1110,4561,HELLO 7,SALUT 9,0.755559819416779
Entreprise 77,9.16240745186486,3.2617316607717,0,2,10,890,9846,6080,HELLO 9,SALUT 3,0.754412106456171
Entreprise 686,3.83592331493941,6.34711290689589,3,4,1,5951,367,733,HELLO 9,SALUT 6,0.753711229979799
Entreprise 1308,8.55059957082792,1.41258574902509,4,1,6,4077,5064,7923,HELLO 1,SALUT 10,0.753168003758404
Entreprise 88,2.17299513797943,3.85412799875474,1,5,5,8980,1328,699,HELLO 7,SALUT 10,0.751702036490732
Entreprise 1041,9.24626493785842,0.628016642234335,6,10,8,8139,9170,8115,HELLO 6,SALUT 8,0.751670647299636
Entreprise 59,5.61118051483207,1.89114984012599,5,1,1,7893,9546,8601,HELLO 10,SALUT 9,0.751305548708741
Entreprise 389,1.99750160108088,1.2438686925994,2,3,0,9732,6260,4042,HELLO 9,SALUT 3,0.751038611019087
Entreprise 1464,9.25414247093476,7.32058095913158,8,9,5,2203,6369,3372,HELLO 0,SALUT 0,0.749596387924316
Entreprise 36,2.39837394538439,9.55469532830465,9,9,8,6318,9830,3577,HELLO 7,SALUT 1,0.748720498870882
Entreprise 929,8.17295703816798,6.72861758716484,1,6,5,5601,9940,5900,HELLO 10,SALUT 1,0.747958168660426
Entreprise 772,2.50100518654157,2.96073280512963,7,4,0,3017,1975,5057,HELLO 4,SALUT 1,0.747570129065345
Entreprise 327,0.564187022670878,3.66218592159902,9,6,4,9461,8915,8212,HELLO 7,SALUT 7,0.746442624885345
Entreprise 758,4.57743629722616,9.49075993925027,6,1,9,4839,8198,5273,HELLO 10,SALUT 10,0.746148093715485
Entreprise 731,2.74361546518112,8.18139475632614,8,6,3,8605,6559,3222,HELLO 7,SALUT 8,0.746050220190244
Entreprise 926,1.66473962911045,9.11166240141604,2,3,7,5517,9145,8376,HELLO 0,SALUT 2,0.744871120180625
Entreprise 970,0.0971717410390438,3.63164074042178,10,3,4,295,1362,2829,HELLO 8,SALUT 2,0.744538580700374
Entreprise 941,9.44761779058278,6.43375400865849,9,5,7,414,5785,9251,HELLO 6,SALUT 6,0.74395052069696
Entreprise 452,3.13580425689531,7.42155235456463,7,7,8,386,8422,6353,HELLO 9,SALUT 9,0.743082430723963
Entreprise 1246,6.83696341758873,3.91861145474657,9,6,5,3289,1954,6494,HELLO 8,SALUT 9,0.742398411890323
Entreprise 1033,4.8163472239592,3.32832105044633,6,8,5,8227,6978,1589,HELLO 2,SALUT 2,0.741636142927884
Entreprise 585,1.63670623868614,6.14739787834189,2,9,2,9421,39,289,HELLO 0,SALUT 10,0.740106540148486
Entreprise 1569,5.14253477086827,8.00288870420185,4,1,1,6944,3944,1162,HELLO 3,SALUT 8,0.739882442995278
Entreprise 1495,4.53101975523207,6.93763441458492,3,3,1,3351,4410,2803,HELLO 6,SALUT 3,0.739152793721264
Entreprise 629,6.88709218522375,9.71757614387142,4,1,7,1168,1208,6072,HELLO 5,SALUT 2,0.73897775553824
Entreprise 14,8.25522850661475,6.08741932446827,1,8,10,3487,5643,6889,HELLO 9,SALUT 0,0.738382369816141
Entreprise 944,6.79132384602062,1.31686067255745,5,0,5,3100,9956,7395,HELLO 3,SALUT 1,0.737861627200464
Entreprise 385,7.89694683042404,6.48977563239212,5,9,6,2427,3043,3571,HELLO 9,SALUT 3,0.737628099694861
Entreprise 615,4.96635019372107,3.71615487664299,5,7,4,2982,3092,4106,HELLO 1,SALUT 7,0.736329844306497
Entreprise 680,3.51017354998743,9.71389567484957,7,8,3,2126,2231,3844,HELLO 1,SALUT 10,0.736050053772284
Entreprise 262,2.51657656495409,0.470763765299419,7,5,6,2115,8611,9556,HELLO 4,SALUT 8,0.735805370202027
Entreprise 1253,3.80134531847175,7.00090075540149,5,6,3,8364,6349,2903,HELLO 9,SALUT 9,0.73572124405301
Entreprise 89,0.252780283982538,6.58949690489991,9,1,7,6649,9544,2703,HELLO 9,SALUT 2,0.734233742393232
Entreprise 238,0.511244310617229,7.87287350192274,0,1,7,8928,3398,7518,HELLO 7,SALUT 9,0.733897898428624
Entreprise 160,0.062680713953871,7.7129053467733,2,3,5,411,6813,5793,HELLO 3,SALUT 7,0.733837706017133
Entreprise 54,1.85240202195314,0.895483445658289,1,3,3,4504,8280,9061,HELLO 1,SALUT 7,0.733484637205593
Entreprise 1131,4.55406413171438,6.88574119477796,7,6,6,9310,7145,3129,HELLO 6,SALUT 7,0.733463745599474
Entreprise 1293,1.60988265767095,6.73495025333914,5,9,9,8098,1824,4270,HELLO 8,SALUT 5,0.732910683336158
Entreprise 428,9.64759404639155,1.20696009256916,7,6,9,7362,7659,3228,HELLO 9,SALUT 2,0.73134214130893
Entreprise 685,3.13803196035161,6.05026698909901,6,2,1,3140,630,7987,HELLO 8,SALUT 5,0.730908474109972
Entreprise 826,5.93868389872464,8.62587307799168,5,5,6,8022,889,4789,HELLO 4,SALUT 4,0.730125116063266
Entreprise 645,6.13225031826516,0.691658758944454,2,5,3,7273,9696,8433,HELLO 3,SALUT 9,0.730077998730144
Entreprise 804,3.36587063999173,3.97782784934641,2,7,7,7048,3647,9091,HELLO 8,SALUT 4,0.729955646352754
Entreprise 588,0.679967927133561,2.21329832149198,6,8,1,9738,4094,891,HELLO 4,SALUT 3,0.729889797141107
Entreprise 626,7.59020747002022,6.78462948243314,3,3,1,5264,7267,5144,HELLO 2,SALUT 7,0.729517790021791
Entreprise 610,4.8644405638248,5.64015523536646,9,8,7,3572,1706,3769,HELLO 0,SALUT 5,0.728305242129849
Entreprise 711,6.54686256293654,2.69925993076704,7,1,4,9311,2828,1458,HELLO 6,SALUT 1,0.727632881501964
Entreprise 299,8.37976085833003,5.39209915765615,10,2,6,1332,2825,9727,HELLO 3,SALUT 1,0.727550618482927
Entreprise 640,5.29520302725488,4.59306533331568,8,5,6,3579,3363,8847,HELLO 3,SALUT 7,0.727527909806638
Entreprise 32,4.8116021425019,5.77561828654359,3,7,9,567,7743,9339,HELLO 4,SALUT 6,0.72663753302124
Entreprise 300,0.319216694950533,3.70509182313407,2,10,6,1026,7308,1796,HELLO 3,SALUT 4,0.726482061180694
Entreprise 397,2.42519428310811,1.9209529447661,3,9,6,3942,3298,9441,HELLO 0,SALUT 9,0.726168023921718
Entreprise 1099,1.98850714721334,4.40823291495551,5,6,4,7125,8875,9816,HELLO 4,SALUT 10,0.725994124286743
Entreprise 1474,9.94362895881045,7.04944120141012,7,4,9,3550,1193,5463,HELLO 4,SALUT 6,0.725147435905891
Entreprise 1500,1.55356536413523,3.30051687418699,3,9,8,9082,3141,9016,HELLO 2,SALUT 6,0.72454742363874
Entreprise 1386,6.17301303445606,4.10702500267788,1,7,7,9807,7433,6647,HELLO 2,SALUT 8,0.724259649031769
Entreprise 1162,4.54695929909172,9.77885708164234,4,5,4,6452,1114,4597,HELLO 5,SALUT 0,0.723658389428525
Entreprise 753,3.60610384317254,1.16499921632448,8,9,2,5147,2213,6009,HELLO 8,SALUT 0,0.723263833043589
Entreprise 465,1.82228489334937,8.50707207658369,9,2,7,257,3808,7623,HELLO 6,SALUT 7,0.722885037302062
Entreprise 1381,3.96778705148604,7.17295477556767,1,10,3,9631,931,9567,HELLO 7,SALUT 4,0.722358962327674
Entreprise 482,9.49283158896408,5.20288574518286,3,4,2,1778,8472,9811,HELLO 2,SALUT 3,0.722232454579875
Entreprise 628,4.45834725764159,0.834911732903542,6,10,7,4811,8315,4801,HELLO 1,SALUT 2,0.721428731725967
Entreprise 1216,5.1736360237393,2.50365806465252,4,0,3,6460,3502,6843,HELLO 6,SALUT 3,0.721171846370478
Entreprise 280,1.56818957083921,7.79814812066031,7,8,6,6675,2332,8114,HELLO 4,SALUT 6,0.721124087487868
Entreprise 1568,6.16931385240925,9.47604620033338,1,5,9,821,6685,4100,HELLO 2,SALUT 6,0.7205838723468
Entreprise 1092,4.22940832016698,1.33671819200581,7,9,4,6516,10,6560,HELLO 9,SALUT 9,0.720101389252708
Entreprise 879,7.54663192342921,1.77335217342359,0,0,8,8653,4229,7160,HELLO 5,SALUT 10,0.719005964036162
Entreprise 1483,9.74691742753791,0.233243429879927,1,8,3,2761,422,3871,HELLO 2,SALUT 3,0.716494437701033
Entreprise 1187,8.46276345397087,5.53458080088975,7,7,8,3152,7314,8374,HELLO 7,SALUT 3,0.716318045200359
Entreprise 1594,2.5322523592335,1.44886724641296,10,6,7,817,4837,5833,HELLO 9,SALUT 2,0.715301285263045
Entreprise 1087,9.49276450562179,4.51145226015651,4,9,5,4222,5805,1349,HELLO 1,SALUT 6,0.713778322585814
